id,name,category,flavors,molecules_count,sample_molecules
566,Haddock,Fish,"bitter, cheese, cheesy, grassy, mild, rancid, sour, sweat, very mild",4,"thiamine, Thiamine Hydrochloride, CID 644104, Heptanoic Acid"
567,Hippoglossus,Fish,"bitter, cheese, cheesy, grassy, rancid, sour, sweat, very mild",3,"thiamine, CID 644104, Heptanoic Acid"
568,Horse,Meat,"bitter, cheese, cheesy, grassy, mild, rancid, sour, sweat, very mild",4,"thiamine, Thiamine Hydrochloride, CID 644104, Heptanoic Acid"
569,Hyacinth bean,Legume,"acetone, acidic, alcohol, alcoholic, aldehydic, almond, ammoniacal, angelica, animal, anise, apple, balsam, balsamic, banana, beef, berry, bitter, bland, brown, burnt, burnt sugar, butter, butterscotch, camphor, camphoraceous, cananga, candy, caramel, carnation, cheese, cherry, chocolate, cinnamic, cinnamon, citral, citrus, civet, clove, clover, cocoa, coffee, cooked potato, cool, creamy, decomposing cabbage, deep, dry, earthy, ether, ethereal, faint, fat, fatty, fecal, fish, fishy, floral, flower, fresh, fruit, fruity, fusel, garlic, gasoline, geranium, grape, grapefruit, grass, grassy, green, hawthorne, hazelnut, herb, herbal, honey, honeysuckle, hyacinth, intensely, jasmine, lavender, leaf, leafy, lemon, lemon peel, lemongrass, lettuce, lilac, lily, linden, magnolia, malt, medical, medicine, melon, menthol, mentholic, metallic, mild, mint, minty, moss, moth ball, mothball, muguet, mushroom, musk, mustard, musty, naphthelene, new mown hay, nutty, odorless, oil, oily, onion, orange, orange peel, ozone, paint, peach, peanut, pear, pepper, peppermint, peppery, petal, phenolic, pineapple, potato, powdery, prune, pungent, rancid, raspberry, red hots, roasted, rose, rose dried, rose flower, rose water, rubber, rum, sharp, shrimp, soap, solvent, soup, sour, spice, spicy, storax, strawberry, strong, sulfur, sulfurous, sweaty, sweet, tallow, thyme, tobacco, tomato, tonka, tropical, unripe banana, vanilla, vegetable, very mild, walnut, warm, waxy, weedy, whiskey, wine, wine-lee, wintergreen, wood, woody",93,"coumarin, Daidzin, 2-Methylbutyraldehyde, 3-methylthiopropanol, Methyl Benzoate, Citral, 3-Hexanone, Geraniol, alpha-Maltose, 2-Ethyl-4-hydroxy-5-methyl-3(2H)-furanone"
570,Irish moss,Seafood,"acetone, acidic, alcohol, alcoholic, aldehydic, almond, ammoniacal, angelica, animal, anise, apple, balsam, balsamic, banana, beef, berry, bitter, bland, brown, burnt, burnt sugar, butter, butterscotch, camphor, camphoraceous, cananga, candy, caramel, carnation, cheese, cherry, chocolate, cinnamic, cinnamon, citral, citrus, civet, clove, clover, cocoa, coffee, cooked potato, cool, creamy, decomposing cabbage, deep, dry, earthy, ether, ethereal, faint, fat, fatty, fecal, fish, fishy, floral, flower, fresh, fruit, fruity, fusel, garlic, gasoline, geranium, grape, grapefruit, grass, grassy, green, hawthorne, hazelnut, herb, herbal, honey, honeysuckle, hyacinth, intensely, jasmine, lavender, leaf, leafy, lemon, lemon peel, lemongrass, lettuce, lilac, lily, linden, magnolia, malt, medical, medicine, melon, menthol, mentholic, metallic, mild, mint, minty, moss, moth ball, mothball, muguet, mushroom, musk, mustard, musty, naphthelene, new mown hay, nutty, odorless, oil, oily, onion, orange, orange peel, ozone, paint, peach, peanut, pear, pepper, peppermint, peppery, petal, phenolic, pineapple, potato, powdery, prune, pungent, rancid, raspberry, red hots, roasted, rose, rose dried, rose flower, rose water, rubber, rum, sharp, shrimp, soap, solvent, soup, sour, spice, spicy, storax, strawberry, strong, sulfur, sulfurous, sweaty, sweet, tallow, thyme, tobacco, tomato, tonka, tropical, unripe banana, vanilla, vegetable, very mild, walnut, warm, waxy, weedy, whiskey, wine, wine-lee, wintergreen, wood, woody",93,"coumarin, Daidzin, 2-Methylbutyraldehyde, 3-methylthiopropanol, Methyl Benzoate, Citral, 3-Hexanone, Geraniol, alpha-Maltose, 2-Ethyl-4-hydroxy-5-methyl-3(2H)-furanone"
571,Pacific jack mackerel,Fish,"bitter, grassy, very mild",2,"thiamine, CID 644104"
572,Japanese chestnut,Nut,"acetone, acidic, alcohol, alcoholic, aldehydic, almond, ammoniacal, angelica, animal, anise, apple, balsam, balsamic, banana, beef, berry, bitter, bland, brown, burnt, burnt sugar, butter, butterscotch, camphor, camphoraceous, cananga, candy, caramel, carnation, cheese, cherry, chocolate, cinnamic, cinnamon, citral, citrus, civet, clove, clover, cocoa, coffee, cooked potato, cool, creamy, decomposing cabbage, deep, dry, earthy, ether, ethereal, faint, fat, fatty, fecal, fish, fishy, floral, flower, fresh, fruit, fruity, fusel, garlic, gasoline, geranium, grape, grapefruit, grass, grassy, green, hawthorne, hazelnut, herb, herbal, honey, honeysuckle, hyacinth, intensely, jasmine, lavender, leaf, leafy, lemon, lemon peel, lemongrass, lettuce, lilac, lily, linden, magnolia, malt, medical, medicine, melon, menthol, mentholic, metallic, mild, mint, minty, moss, moth ball, mothball, muguet, mushroom, musk, mustard, musty, naphthelene, new mown hay, nutty, odorless, oil, oily, onion, orange, orange peel, ozone, paint, peach, peanut, pear, pepper, peppermint, peppery, petal, phenolic, pineapple, potato, powdery, prune, pungent, rancid, raspberry, red hots, roasted, rose, rose dried, rose flower, rose water, rubber, rum, sharp, shrimp, soap, solvent, soup, sour, spice, spicy, storax, strawberry, strong, sulfur, sulfurous, sweaty, sweet, tallow, thyme, tobacco, tomato, tonka, tropical, unripe banana, vanilla, vegetable, very mild, walnut, warm, waxy, weedy, whiskey, wine, wine-lee, wintergreen, wood, woody",93,"coumarin, Daidzin, 2-Methylbutyraldehyde, 3-methylthiopropanol, Methyl Benzoate, Citral, 3-Hexanone, Geraniol, alpha-Maltose, 2-Ethyl-4-hydroxy-5-methyl-3(2H)-furanone"
573,Jerusalem artichoke,Vegetable Tuber,"acetone, acidic, alcohol, alcoholic, aldehydic, almond, ammoniacal, angelica, animal, anise, apple, balsam, balsamic, banana, beef, berry, bitter, bland, brown, burnt, burnt sugar, butter, butterscotch, camphor, camphoraceous, cananga, candy, caramel, carnation, cheese, cheesy, cherry, chocolate, cinnamic, cinnamon, citral, citrus, civet, clove, clover, cocoa, coffee, cooked potato, cool, creamy, decomposing cabbage, deep, dry, earthy, ether, ethereal, faint, fat, fatty, fecal, fish, fishy, floral, flower, fresh, fruit, fruity, fusel, garlic, gasoline, geranium, grape, grapefruit, grass, grassy, green, hawthorne, hazelnut, herb, herbal, honey, honeysuckle, hyacinth, intensely, jasmine, lavender, leaf, leafy, lemon, lemon peel, lemongrass, lettuce, lilac, lily, linden, magnolia, malt, medical, medicine, melon, menthol, mentholic, metallic, mild, mint, minty, moss, moth ball, mothball, muguet, mushroom, musk, mustard, musty, naphthelene, new mown hay, nutty, odorless, oil, oily, onion, orange, orange peel, ozone, paint, peach, peanut, pear, pepper, peppermint, peppery, petal, phenolic, pineapple, potato, powdery, prune, pungent, rancid, raspberry, red hots, roasted, rose, rose dried, rose flower, rose water, rubber, rum, sharp, shrimp, soap, solvent, soup, sour, spice, spicy, storax, strawberry, strong, sulfur, sulfurous, sweat, sweaty, sweet, tallow, thyme, tobacco, tomato, tonka, tropical, unripe banana, vanilla, vegetable, very mild, walnut, warm, waxy, weedy, whiskey, wine, wine-lee, wintergreen, wood, woody",95,"coumarin, Daidzin, 2-Methylbutyraldehyde, 3-methylthiopropanol, Methyl Benzoate, Citral, 3-Hexanone, Geraniol, alpha-Maltose, 2-Ethyl-4-hydroxy-5-methyl-3(2H)-furanone"
574,Jujube,Fruit,"acetone, acidic, alcohol, alcoholic, aldehydic, almond, ammoniacal, angelica, animal, anise, apple, balsam, balsamic, banana, beef, berry, bitter, bland, brown, burnt, burnt sugar, butter, butterscotch, camphor, camphoraceous, cananga, candy, caramel, carnation, cheese, cherry, chocolate, cinnamic, cinnamon, citral, citrus, civet, clove, clover, cocoa, coffee, cooked potato, cool, creamy, decomposing cabbage, deep, dry, earthy, ether, ethereal, faint, fat, fatty, fecal, fish, fishy, floral, flower, fresh, fruit, fruity, fusel, garlic, gasoline, geranium, grape, grapefruit, grass, grassy, green, hawthorne, hazelnut, herb, herbal, honey, honeysuckle, hyacinth, intensely, jasmine, lavender, leaf, leafy, lemon, lemon peel, lemongrass, lettuce, lilac, lily, linden, magnolia, malt, medical, medicine, melon, menthol, mentholic, metallic, mild, mint, minty, moss, moth ball, mothball, muguet, mushroom, musk, mustard, musty, naphthelene, new mown hay, nutty, odorless, oil, oily, onion, orange, orange peel, ozone, paint, peach, peanut, pear, pepper, peppermint, peppery, petal, phenolic, pineapple, potato, powdery, prune, pungent, rancid, raspberry, red hots, roasted, rose, rose dried, rose flower, rose water, rubber, rum, sharp, shrimp, soap, solvent, soup, sour, spice, spicy, storax, strawberry, strong, sulfur, sulfurous, sweaty, sweet, tallow, thyme, tobacco, tomato, tonka, tropical, unripe banana, vanilla, vegetable, very mild, walnut, warm, waxy, weedy, whiskey, wine, wine-lee, wintergreen, wood, woody",93,"coumarin, Daidzin, 2-Methylbutyraldehyde, 3-methylthiopropanol, Methyl Benzoate, Citral, 3-Hexanone, Geraniol, alpha-Maltose, 2-Ethyl-4-hydroxy-5-methyl-3(2H)-furanone"
575,Jute,Plant Derivative,"acetone, acidic, alcohol, alcoholic, aldehydic, almond, ammoniacal, angelica, animal, anise, apple, balsam, balsamic, banana, beef, berry, bitter, bland, brown, burnt, burnt sugar, butter, butterscotch, camphor, camphoraceous, cananga, candy, caramel, carnation, cheese, cherry, chocolate, cinnamic, cinnamon, citral, citrus, civet, clove, clover, cocoa, coffee, cooked potato, cool, creamy, decomposing cabbage, deep, dry, earthy, ether, ethereal, faint, fat, fatty, fecal, fish, fishy, floral, flower, fresh, fruit, fruity, fusel, garlic, gasoline, geranium, grape, grapefruit, grass, grassy, green, hawthorne, hazelnut, herb, herbal, honey, honeysuckle, hyacinth, intensely, jasmine, lavender, leaf, leafy, lemon, lemon peel, lemongrass, lettuce, lilac, lily, linden, magnolia, malt, medical, medicine, melon, menthol, mentholic, metallic, mild, mint, minty, moss, moth ball, mothball, muguet, mushroom, musk, mustard, musty, naphthelene, new mown hay, nutty, odorless, oil, oily, onion, orange, orange peel, ozone, paint, peach, peanut, pear, pepper, peppermint, peppery, petal, phenolic, pineapple, potato, powdery, prune, pungent, rancid, raspberry, red hots, roasted, rose, rose dried, rose flower, rose water, rubber, rum, sharp, shrimp, soap, solvent, soup, sour, spice, spicy, storax, strawberry, strong, sulfur, sulfurous, sweaty, sweet, tallow, thyme, tobacco, tomato, tonka, tropical, unripe banana, vanilla, vegetable, very mild, walnut, warm, waxy, weedy, whiskey, wine, wine-lee, wintergreen, wood, woody",93,"coumarin, Daidzin, 2-Methylbutyraldehyde, 3-methylthiopropanol, Methyl Benzoate, Citral, 3-Hexanone, Geraniol, alpha-Maltose, 2-Ethyl-4-hydroxy-5-methyl-3(2H)-furanone"
576,Kale,Cabbage,"acetone, acidic, alcohol, alcoholic, aldehydic, almond, ammoniacal, angelica, animal, anise, apple, balsam, balsamic, banana, beef, berry, bitter, bland, brown, burnt, burnt sugar, butter, butterscotch, camphor, camphoraceous, cananga, candy, caramel, carnation, cheese, cheesy, cherry, chocolate, cinnamic, cinnamon, citral, citrus, civet, clove, clover, cocoa, coffee, cooked potato, cool, creamy, decomposing cabbage, deep, dry, earthy, ether, ethereal, faint, fat, fatty, fecal, fish, fishy, floral, flower, fresh, fruit, fruity, fusel, garlic, gasoline, geranium, grape, grapefruit, grass, grassy, green, hawthorne, hazelnut, herb, herbal, honey, honeysuckle, hyacinth, intensely, jasmine, lavender, leaf, leafy, lemon, lemon peel, lemongrass, lettuce, lilac, lily, linden, magnolia, malt, medical, medicine, melon, menthol, mentholic, metallic, mild, mint, minty, moss, moth ball, mothball, muguet, mushroom, musk, mustard, musty, naphthelene, new mown hay, nutty, odorless, oil, oily, onion, orange, orange peel, ozone, paint, peach, peanut, pear, pepper, peppermint, peppery, petal, phenolic, pineapple, potato, powdery, prune, pungent, rancid, raspberry, red hots, roasted, rose, rose dried, rose flower, rose water, rubber, rum, sharp, shrimp, soap, solvent, soup, sour, spice, spicy, storax, strawberry, strong, sulfur, sulfurous, sweat, sweaty, sweet, tallow, thyme, tobacco, tomato, tonka, tropical, unripe banana, vanilla, vegetable, very mild, walnut, warm, waxy, weedy, whiskey, wine, wine-lee, wintergreen, wood, woody",95,"coumarin, Daidzin, 2-Methylbutyraldehyde, 3-methylthiopropanol, Methyl Benzoate, Citral, 3-Hexanone, Geraniol, alpha-Maltose, 2-Ethyl-4-hydroxy-5-methyl-3(2H)-furanone"
577,King mackerel,Fish,"bitter, grassy, very mild",2,"thiamine, CID 644104"
578,Lambsquarters,Plant,"acetone, acidic, alcohol, alcoholic, aldehydic, almond, ammoniacal, angelica, animal, anise, apple, balsam, balsamic, banana, bean, beef, berry, bitter, bland, brown, burnt, burnt sugar, butter, butterscotch, camphor, camphoraceous, cananga, candy, caramel, carnation, cheese, cherry, chocolate, cinnamic, cinnamon, citral, citrus, civet, clove, clover, cocoa, coffee, cooked potato, cool, creamy, dairy, decomposing cabbage, deep, dry, earthy, ether, ethereal, faint, fat, fatty, fecal, fish, fishy, floral, flower, fresh, fruit, fruity, fusel, garlic, gasoline, geranium, grape, grapefruit, grass, grassy, green, hawthorne, hazelnut, herb, herbal, honey, honeysuckle, hyacinth, intensely, jasmine, lavender, leaf, leafy, lemon, lemon peel, lemongrass, lettuce, lilac, lily, linden, magnolia, malt, medical, medicine, melon, menthol, mentholic, metallic, mild, milky, mint, minty, moss, moth ball, mothball, muguet, mushroom, musk, mustard, musty, naphthelene, new mown hay, nutty, odorless, oil, oily, onion, orange, orange peel, ozone, paint, peach, peanut, pear, pepper, peppermint, peppery, petal, phenolic, pineapple, potato, powdery, prune, pungent, rancid, raspberry, red hots, roasted, rose, rose dried, rose flower, rose water, rubber, rum, sharp, shrimp, soap, solvent, soup, sour, spice, spicy, storax, strawberry, strong, sulfur, sulfurous, sweaty, sweet, tallow, thyme, tobacco, tomato, tonka, tropical, unripe banana, vanilla, vegetable, very mild, walnut, warm, waxy, weedy, whiskey, wine, wine-lee, wintergreen, wood, woody",95,"coumarin, Daidzin, 2-Methylbutyraldehyde, 3-methylthiopropanol, Methyl Benzoate, Citral, Vanillic acid, 3-Hexanone, Geraniol, alpha-Maltose"
579,Leather chiton,Seafood,"bitter, grassy, very mild",2,"thiamine, CID 644104"
580,Common ling,Fish,"bitter, cheese, cheesy, grassy, mild, rancid, sour, sweat, very mild",4,"thiamine, Thiamine Hydrochloride, CID 644104, Heptanoic Acid"
581,Lingcod,Fish,"bitter, grassy, very mild",2,"thiamine, CID 644104"
582,White lupine,Plant,"acetone, acidic, alcohol, alcoholic, aldehydic, almond, ammoniacal, angelica, animal, anise, apple, balsam, balsamic, banana, beef, berry, bitter, bland, brown, burnt, burnt sugar, butter, butterscotch, camphor, camphoraceous, cananga, candy, caramel, carnation, cheese, cherry, chocolate, cinnamic, cinnamon, citral, citrus, civet, clove, clover, cocoa, coffee, cooked potato, cool, creamy, decomposing cabbage, deep, dry, earthy, ether, ethereal, faint, fat, fatty, fecal, fish, fishy, floral, flower, fresh, fruit, fruity, fusel, garlic, gasoline, geranium, grape, grapefruit, grass, grassy, green, hawthorne, hazelnut, herb, herbal, honey, honeysuckle, hyacinth, intensely, jasmine, lavender, leaf, leafy, lemon, lemon peel, lemongrass, lettuce, lilac, lily, linden, magnolia, malt, medical, medicine, melon, menthol, mentholic, metallic, mild, mint, minty, moss, moth ball, mothball, muguet, mushroom, musk, mustard, musty, naphthelene, new mown hay, nutty, odorless, oil, oily, onion, orange, orange peel, ozone, paint, peach, peanut, pear, pepper, peppermint, peppery, petal, phenolic, pineapple, potato, powdery, prune, pungent, rancid, raspberry, red hots, roasted, rose, rose dried, rose flower, rose water, rubber, rum, sharp, shrimp, soap, solvent, soup, sour, spice, spicy, storax, strawberry, strong, sulfur, sulfurous, sweaty, sweet, tallow, thyme, tobacco, tomato, tonka, tropical, unripe banana, vanilla, vegetable, very mild, walnut, warm, waxy, weedy, whiskey, wine, wine-lee, wintergreen, wood, woody",94,"1-Popc, coumarin, Daidzin, 2-Methylbutyraldehyde, 3-methylthiopropanol, Methyl Benzoate, Citral, 3-Hexanone, Geraniol, alpha-Maltose"
583,Malabar spinach,Vegetable,"acetone, acidic, alcohol, alcoholic, aldehydic, almond, ammoniacal, angelica, animal, anise, apple, balsam, balsamic, banana, beef, berry, bitter, bland, brown, burnt, burnt sugar, butter, butterscotch, camphor, camphoraceous, cananga, candy, caramel, carnation, cheese, cherry, chocolate, cinnamic, cinnamon, citral, citrus, civet, clove, clover, cocoa, coffee, cooked potato, cool, creamy, decomposing cabbage, deep, dry, earthy, ether, ethereal, faint, fat, fatty, fecal, fish, fishy, floral, flower, fresh, fruit, fruity, fusel, garlic, gasoline, geranium, grape, grapefruit, grass, grassy, green, hawthorne, hazelnut, herb, herbal, honey, honeysuckle, hyacinth, intensely, jasmine, lavender, leaf, leafy, lemon, lemon peel, lemongrass, lettuce, lilac, lily, linden, magnolia, malt, medical, medicine, melon, menthol, mentholic, metallic, mild, mint, minty, moss, moth ball, mothball, muguet, mushroom, musk, mustard, musty, naphthelene, new mown hay, nutty, odorless, oil, oily, onion, orange, orange peel, ozone, paint, peach, peanut, pear, pepper, peppermint, peppery, petal, phenolic, pineapple, potato, powdery, prune, pungent, rancid, raspberry, red hots, roasted, rose, rose dried, rose flower, rose water, rubber, rum, sharp, shrimp, soap, solvent, soup, sour, spice, spicy, storax, strawberry, strong, sulfur, sulfurous, sweaty, sweet, tallow, thyme, tobacco, tomato, tonka, tropical, unripe banana, vanilla, vegetable, very mild, walnut, warm, waxy, weedy, whiskey, wine, wine-lee, wintergreen, wood, woody",94,"coumarin, Daidzin, 2-Methylbutyraldehyde, 3-methylthiopropanol, Methyl Benzoate, Citral, 3-Hexanone, Geraniol, alpha-Maltose, 2-Ethyl-4-hydroxy-5-methyl-3(2H)-furanone"
